document_id,clean_text,sentiment
1113,saw earli fan screen pure cinemat candi im confid best movi summerth whole audienc constantli either laugh cheer clap joke hilari cameo amaz mani wont spoil anyth multipl cameo charact youll never see movi love fan comic book movi field day referencesit might recenc bia probabl favourit deadpool movi love first two definit knew fan want didnt know want gave anoth hit shawn levi,Positive
1114,dw film object deserv nice full hole plot histori forget probabl one lame whole mcu charact without emot depth mani cinemat horror wolverin reduc mere charact serv support joke deadpool shame sinc jackman great actor could use much titl suitabl film would deadpool written giant letter bit wolverin subtitl villain terribl say least almost nonexist motiv littl random power forc fake act secondari charact strung forc accord fan servic fashion film continu wink grade simpl funni flat drawnout movi funni littl ironi film unmatch make fun anyth follow comic pattern disappear cultur polit correct disney final film free unrestrain unregul minim influenc get readi laugh everi minut joke sharp almost imposs mention small smile piti comedi enough everyth el mediocr filmshonor mention dogpool believ best actor film say lot,Neutral
1115,trip realli enjoy film think casual hardcor fan plea perfect still pretti darn entertain there temptat late film arent perfect seen disappoint hope isnt case hereth deadpool wolverin team tea sinc disast xmen origin wolverin movi film aim strike balanc access casual viewer also satisfi diehard fan charactershowev film also face challeng navig complex intric web continu exist within marvel univers close film continu includ tv show soni film deadpool wolverin movi need care thread needl ensur honor establish lore also deliv fresh engag storydespit potenti baggag expans continu deadpool wolverin work standalon,Positive
1116,saw midnight premier imperi copenhagen fun experi meet peopl middl night new movi assembl fan enjoy franchis much ourselvesth movi entireti enjoy seem like come someth fun dont get wrong ryan reynold phenomen job scene way hilari lack someth somehow cant explain seem like could come better stori imo knowi say go least end laugh,Positive
1117,first reviewim huge marvel fan ive watch deadpool love themdont know one ive found hilari would seem whole theatr well joke spot act awesom except action great movi would recommend anyon stomach bit adult childish humour gorestori ok noth special execut make cameo far im concern awesom welland one thing pace also spot hour flew byill keep short go watch,Positive
1118,feel live everi marvel movi day man feel like outcast team super hero fight antagonist tri end univers find never outcast surround love add million cameo flashback great perform cast doesnt make shoddi stori movi lean break th wall metavers aspect made origin uniqu substanc movi run ground love nostalgia cameo honestli thought best part movi post credit scene,Positive
1119,ok delay watch movi open back juli never believ hype final relent went see thing thing go movi impress effect see alot money gone make movi gripe film stori line sum one word opinion movi plain daft differ time line differ version wolverin charact anoth marvel movi come mind regard topic last spiderman movi actor potray spiderman charact appear got stupid latest deadpool saga ryan reynold quick comed quip get tiresom least didnt pay see thing wife,Neutral
1120,long time sinc watch deadpool movi id forgotten gross humor gratuit violenc swear break fourth wallit challeng first watch deadpool wolverinei sort rewir brain like anyth ive seen recentlyalso total unfamiliar xmen univers havent seen movi dont know much wolverin hurt bithowev watch loki knew variant multivers helpedth pace movi fast left feel old slownev less realli fun realli funni joke hyster frequent selfawar deadpool break fourth wall time funni toother mani cameo becom mindblow wesley snipe blade chri evan henri cavil list goe onther joke wolverin costum look like la ram uniform shawarma still never hadwel like overli long bore belov brit actor matthew macfadyen pretti fun rolehugh jackman time seem tri laugh reynoldsther sweet messag endand there ugliest dog world dogpoolso recommend probabl seen previou two deadpool movi guess mayb loki firstoh yeah music damn music throughout great credit end finish good riddanc time life,Positive
1121,watch imax parent definit worth truli entertain fun smile laugh start till end also never thought would see old charact oldnew charact film mani easter egg your nerd truli nostalg could say one best multivers film ever also soundtrack film great howev movi longer wait mani year prequel end bittersweet grew movi thank deadpool marvel jesusand logan wrong guy alway,Positive
1122,hugh jackman perfect wolverin fun movi like dialogu clever quip f bomb sprinkl definit take serious ton fun cameo didnt expect normal watch spoiler video ahead time didnt occas im glad didnt oh snap moment good action pack fun film break fox joke speak camera joke funni definit see sequel two horizon promot movi hard watch two hot one eat chicken wing make dynam duo wolverin lol,Positive
1123,mani easter egg true comic charact may possibl singl handedli save mcu everyth youd expect deadpool movi plu havent left theatr buzzi long time rip shred tedium last year mcu make think may life endgam cinemat feel great amaz soundtrack ill probabl go back weekend watch lucki nz get preview night w day rest world see god bless mr levi reynold jackman laugh minut ride,Positive
